Account,Text,Date,Compound,Positive,Neutral,Negative,Tweets Ago
Fox News,"Senator @ChuckGrassley: ""Let the @FBI do what the FBI is hired to do and keep political interference out of it."" https://t.co/lm8Yqgf8iI",Thu Oct 04 19:06:51 +0000 2018,0.0,0.0,0.0,1.0,96
Fox News,"Senator @JohnCornyn: ""This is a search and destroy mission. This is not a search for the truth."" https://t.co/dOATe4czAn",Thu Oct 04 19:03:19 +0000 2018,-0.5423,0.0,0.189,0.811,97
Fox News,".@SenMikeLee: ""Allegations of sexual misconduct are serious, of sexual assault are of a most serious nature, and al… https://t.co/tMG3KVixFW",Thu Oct 04 19:00:25 +0000 2018,-0.6597,0.0,0.299,0.701,98
Fox News,"Senator @JohnCornyn: ""More is at stake than just this nomination and the Supreme Court. The Senate itself is on tri… https://t.co/B389ikX2K1",Thu Oct 04 18:55:31 +0000 2018,0.5574,0.153,0.0,0.847,99
Fox News,"Senator @OrrinHatch: ""I'm disappointed in my Democratic colleagues for what they're doing. There's no excuse for it… https://t.co/UBgoW5fb56",Thu Oct 04 18:51:56 +0000 2018,-0.6124,0.06,0.245,0.694,100
The New York Times,Judge Brett Kavanaugh’s op-ed in The Wall Street Journal appeared to be aimed at a handful of lawmakers who remaine… https://t.co/wsA0ikocCF,Fri Oct 05 03:32:01 +0000 2018,0.0,0.0,0.0,1.0,1
The New York Times,"RT @NYTObits: When a deadly blizzard hit Nebraska in 1888, a teacher used quick thinking to get her students to safety. Read Minnie Freeman…",Fri Oct 05 03:17:04 +0000 2018,0.4215,0.118,0.0,0.882,2
The New York Times,"In an unusual rebuke from a former member of the Supreme Court, Justice John Paul Stevens said that Judge Brett Kav… https://t.co/dg2RyXPdH5",Fri Oct 05 03:02:05 +0000 2018,0.7906,0.269,0.0,0.731,3
The New York Times,RT @jakesilverstein: Rollout of @NYTmag Culture Issue continues today with this beautiful profile of @BarryJenkins by @angelaflournoy (w/ p…,Fri Oct 05 02:51:03 +0000 2018,0.6833,0.204,0.0,0.796,4
The New York Times,"10 women are running for New York’s State Senate against another female candidate, the highest number of two-woman… https://t.co/swlyIMETem",Fri Oct 05 02:47:04 +0000 2018,0.0772,0.067,0.0,0.933,5
The New York Times,"Senator Orrin Hatch, shielded by aides, waved a protester off, telling her and others that he would talk to them “w… https://t.co/JCbZ8RVl0L",Fri Oct 05 02:30:06 +0000 2018,0.0,0.0,0.0,1.0,6
The New York Times,"RT @nytopinion: There is clear, substantial evidence that Brett Kavanaugh has not been honest throughout his confirmation process. But cons…",Fri Oct 05 02:17:02 +0000 2018,0.0897,0.145,0.084,0.771,7
The New York Times,What's one of the fastest growing sources of greenhouse gas emissions? A new report says plastics. https://t.co/p92EDjjX2w,Fri Oct 05 02:02:01 +0000 2018,0.1779,0.102,0.0,0.898,8
The New York Times,Elon Musk took to Twitter less than a week after settling the Securities and Exchange Commission's lawsuit against… https://t.co/kzBve0527a,Fri Oct 05 01:47:02 +0000 2018,0.0772,0.109,0.095,0.796,9
The New York Times,RT @jwpetersNYT: “This is a dry run for the impeachment.” The right tries to keep the base on edge over Kavanaugh. But does it last if he g…,Fri Oct 05 01:33:03 +0000 2018,0.0,0.0,0.0,1.0,10
The New York Times,"Osaka, Japan, officially severed a sister-city partnership with San Francisco in protest of a “comfort women” monum… https://t.co/u1B7GYe3ec",Fri Oct 05 01:24:02 +0000 2018,-0.5423,0.0,0.243,0.757,11
The New York Times,"RT @shamblanderson: I hung out for 2 days on the set of my favorite TV show, @nbcthegoodplace, and left liking it even more. I wrote about…",Fri Oct 05 01:11:06 +0000 2018,0.6908,0.213,0.0,0.787,12
The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/aTEwvgoVVx,Fri Oct 05 01:02:05 +0000 2018,0.0,0.0,0.0,1.0,13
The New York Times,"RT @hkbeech: When the earthquake came to Palu, Indonesia, entire neighborhoods disappeared under a bubbling sludge. https://t.co/POrBkxJecM",Fri Oct 05 00:51:05 +0000 2018,-0.2263,0.0,0.112,0.888,14
The New York Times,Here's a list of early voting dates for the states that allow it [corrected typo] https://t.co/8MImT5BwcA,Fri Oct 05 00:48:47 +0000 2018,0.2263,0.119,0.0,0.881,15
The New York Times,New York City officials said that they had joined state regulators in examining whether President Trump and his fam… https://t.co/epk9F9w9J8,Fri Oct 05 00:32:03 +0000 2018,0.0,0.0,0.0,1.0,16
The New York Times,RT @PamelaPaulNYT: Everything about this cover brings me joy. Just wait ‘til you read ⁦@StephenKing⁩’s review. Just wait ‘til you read Tana…,Fri Oct 05 00:24:05 +0000 2018,0.5859,0.153,0.0,0.847,17
The New York Times,"A New Jersey Transit train leaving Manhattan derailed entering a tunnel under the Hudson River on Thursday evening,… https://t.co/gtGkuWrOPn",Fri Oct 05 00:17:04 +0000 2018,-0.34,0.0,0.13,0.87,18
The New York Times,It was the political equivalent of throwing an interception on the opening play of the game. A look at efforts to r… https://t.co/AuPjeKUxUl,Fri Oct 05 00:02:05 +0000 2018,0.34,0.103,0.0,0.897,19
The New York Times,"The FBI investigation into Kavanaugh has ended. Here’s who was questioned, and who was not. https://t.co/6joKrA4TnW",Thu Oct 04 23:47:05 +0000 2018,-0.1027,0.0,0.085,0.915,20
The New York Times,Judge Brett Kavanaugh’s op-ed in The Wall Street Journal appeared to be aimed at a handful of lawmakers who remaine… https://t.co/wsA0ikocCF,Fri Oct 05 03:32:01 +0000 2018,0.0,0.0,0.0,1.0,21
The New York Times,"RT @NYTObits: When a deadly blizzard hit Nebraska in 1888, a teacher used quick thinking to get her students to safety. Read Minnie Freeman…",Fri Oct 05 03:17:04 +0000 2018,0.4215,0.118,0.0,0.882,22
The New York Times,"In an unusual rebuke from a former member of the Supreme Court, Justice John Paul Stevens said that Judge Brett Kav… https://t.co/dg2RyXPdH5",Fri Oct 05 03:02:05 +0000 2018,0.7906,0.269,0.0,0.731,23
The New York Times,RT @jakesilverstein: Rollout of @NYTmag Culture Issue continues today with this beautiful profile of @BarryJenkins by @angelaflournoy (w/ p…,Fri Oct 05 02:51:03 +0000 2018,0.6833,0.204,0.0,0.796,24
The New York Times,"10 women are running for New York’s State Senate against another female candidate, the highest number of two-woman… https://t.co/swlyIMETem",Fri Oct 05 02:47:04 +0000 2018,0.0772,0.067,0.0,0.933,25
The New York Times,"Senator Orrin Hatch, shielded by aides, waved a protester off, telling her and others that he would talk to them “w… https://t.co/JCbZ8RVl0L",Fri Oct 05 02:30:06 +0000 2018,0.0,0.0,0.0,1.0,26
The New York Times,"RT @nytopinion: There is clear, substantial evidence that Brett Kavanaugh has not been honest throughout his confirmation process. But cons…",Fri Oct 05 02:17:02 +0000 2018,0.0897,0.145,0.084,0.771,27
The New York Times,What's one of the fastest growing sources of greenhouse gas emissions? A new report says plastics. https://t.co/p92EDjjX2w,Fri Oct 05 02:02:01 +0000 2018,0.1779,0.102,0.0,0.898,28
The New York Times,Elon Musk took to Twitter less than a week after settling the Securities and Exchange Commission's lawsuit against… https://t.co/kzBve0527a,Fri Oct 05 01:47:02 +0000 2018,0.0772,0.109,0.095,0.796,29
The New York Times,RT @jwpetersNYT: “This is a dry run for the impeachment.” The right tries to keep the base on edge over Kavanaugh. But does it last if he g…,Fri Oct 05 01:33:03 +0000 2018,0.0,0.0,0.0,1.0,30
The New York Times,"Osaka, Japan, officially severed a sister-city partnership with San Francisco in protest of a “comfort women” monum… https://t.co/u1B7GYe3ec",Fri Oct 05 01:24:02 +0000 2018,-0.5423,0.0,0.243,0.757,31
The New York Times,"RT @shamblanderson: I hung out for 2 days on the set of my favorite TV show, @nbcthegoodplace, and left liking it even more. I wrote about…",Fri Oct 05 01:11:06 +0000 2018,0.6908,0.213,0.0,0.787,32
The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/aTEwvgoVVx,Fri Oct 05 01:02:05 +0000 2018,0.0,0.0,0.0,1.0,33
The New York Times,"RT @hkbeech: When the earthquake came to Palu, Indonesia, entire neighborhoods disappeared under a bubbling sludge. https://t.co/POrBkxJecM",Fri Oct 05 00:51:05 +0000 2018,-0.2263,0.0,0.112,0.888,34
The New York Times,Here's a list of early voting dates for the states that allow it [corrected typo] https://t.co/8MImT5BwcA,Fri Oct 05 00:48:47 +0000 2018,0.2263,0.119,0.0,0.881,35
The New York Times,New York City officials said that they had joined state regulators in examining whether President Trump and his fam… https://t.co/epk9F9w9J8,Fri Oct 05 00:32:03 +0000 2018,0.0,0.0,0.0,1.0,36
The New York Times,RT @PamelaPaulNYT: Everything about this cover brings me joy. Just wait ‘til you read ⁦@StephenKing⁩’s review. Just wait ‘til you read Tana…,Fri Oct 05 00:24:05 +0000 2018,0.5859,0.153,0.0,0.847,37
The New York Times,"A New Jersey Transit train leaving Manhattan derailed entering a tunnel under the Hudson River on Thursday evening,… https://t.co/gtGkuWrOPn",Fri Oct 05 00:17:04 +0000 2018,-0.34,0.0,0.13,0.87,38
The New York Times,It was the political equivalent of throwing an interception on the opening play of the game. A look at efforts to r… https://t.co/AuPjeKUxUl,Fri Oct 05 00:02:05 +0000 2018,0.34,0.103,0.0,0.897,39
The New York Times,"The FBI investigation into Kavanaugh has ended. Here’s who was questioned, and who was not. https://t.co/6joKrA4TnW",Thu Oct 04 23:47:05 +0000 2018,-0.1027,0.0,0.085,0.915,40
The New York Times,RT @lauriegnyt: Americans used to vote at much higher rates - as high as 80% even in midterms. What changed? A big-picture look at our aili…,Thu Oct 04 23:17:04 +0000 2018,0.0,0.0,0.0,1.0,41
The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/6hstvvVAwq,Thu Oct 04 23:06:06 +0000 2018,0.0,0.0,0.0,1.0,42
The New York Times,It’s been called the most debauched outdoor party in Australia. But behind the drunken antics at the Deni Ute Muste… https://t.co/YKU6HFRhfp,Thu Oct 04 22:51:03 +0000 2018,0.2457,0.09,0.0,0.91,43
The New York Times,"""When you invest in a black woman, she brings her house, her block, her church and her story,"" said Glynda C. Carr,… https://t.co/FMofIlt11i",Thu Oct 04 22:37:04 +0000 2018,-0.4404,0.0,0.121,0.879,44
The New York Times,"This Greek-style broiled shrimp dish is ready in just 10 minutes, making it the perfect weeknight recipe https://t.co/dIkLqEQzM9",Thu Oct 04 22:33:04 +0000 2018,0.7351,0.279,0.0,0.721,45
The New York Times,"At age 11, Lorena Barnum Sabbs tried to integrate a theater. She was arrested and locked in the Leesburg Stockade.… https://t.co/OJqVcLRIsc",Thu Oct 04 22:20:51 +0000 2018,-0.4767,0.0,0.14,0.86,46
The New York Times,"Kayla and Kiana Blaine in Tallahassee, Florida, are fueled by a protectiveness and fear about the fate of black men… https://t.co/pimtyL5RDb",Thu Oct 04 22:15:40 +0000 2018,-0.4939,0.0,0.144,0.856,47
The New York Times,"Kewyata Dice works as a nursing assistant in Americus, Georgia. She sat out the 2014 and 2016 elections, but has pr… https://t.co/xDTl9e7Jbx",Thu Oct 04 22:10:34 +0000 2018,0.0,0.0,0.0,1.0,48
The New York Times,"""We're trying to stir up the spirits of the folks who’ve been turned off this damn process."" — LaTosha Brown, in Gr… https://t.co/zWuALjm8yM",Thu Oct 04 22:05:33 +0000 2018,-0.481,0.0,0.13,0.87,49
The New York Times,"The women are mobilizing in conservative states and districts, hoping to pull off upsets like Doug Jones’s Senate v… https://t.co/v77msLedx4",Thu Oct 04 22:01:08 +0000 2018,0.4215,0.214,0.101,0.685,50
The New York Times,"RT @maggieNYT: MAGA, Minnesota edition https://t.co/0BOuCY2FoL",Thu Oct 04 21:55:37 +0000 2018,0.0,0.0,0.0,1.0,51
The New York Times,"RT @NYTArchives: The singer Janis Joplin died on this day in 1970. The Times' obituary for her said she ""sang with more than her voice. Her…",Thu Oct 04 21:53:02 +0000 2018,-0.5574,0.0,0.126,0.874,52
The New York Times,"“I want to apologize,” the Facebook executive Joel Kaplan wrote last Friday in a note to staff. “I recognize this m… https://t.co/JVd8V3Elkh",Thu Oct 04 21:41:00 +0000 2018,0.0772,0.061,0.0,0.939,53
The New York Times,A Facebook executive's presence at last week's Kavanaugh hearing set off turmoil at the company. Its effort to stem… https://t.co/Rajk8Q8KWi,Thu Oct 04 21:31:04 +0000 2018,-0.3612,0.0,0.122,0.878,54
The New York Times,"RT @MikeIsaac: For the past week, Facebook employees have been in open internal revolt over a FB VP appearing in support of Judge Brett Kav…",Thu Oct 04 21:21:52 +0000 2018,0.4019,0.105,0.0,0.895,55
The New York Times,"Dave Anderson, a sports columnist for The New York Times for more than 3 decades and the recipient of a Pulitzer Pr… https://t.co/sQjsuTmNM2",Thu Oct 04 21:15:03 +0000 2018,0.0,0.0,0.0,1.0,56
The New York Times,RT @JohnBranchNYT: So sorry to learn of the passing of longtime @NYTSports columnist Dave Anderson. He truly might be the only person in th…,Thu Oct 04 21:13:05 +0000 2018,0.2866,0.109,0.065,0.826,57
The New York Times,"Rev. Dr. William J. Barber II, a pastor and 2018 MacArthur ‘genius’ grant winner, is resurrecting the Poor People’s… https://t.co/jIblrVKzQ9",Thu Oct 04 21:07:56 +0000 2018,0.4939,0.248,0.122,0.63,58
The New York Times,RT @gabrieldance: one thing that was particularly interesting about Fred and Donald’s relationship: Fred always let Donald take credit for…,Thu Oct 04 20:50:04 +0000 2018,0.6801,0.237,0.0,0.763,59
The New York Times,"“I’m not directing them. They are just giving me this thing. And sometimes you can look at an actor and see, Oh, th… https://t.co/qtsBoKmsRy",Thu Oct 04 20:45:07 +0000 2018,0.34,0.094,0.0,0.906,60
The New York Times,RT @jwherrman: I’d argue we’ve lost track of what kind of company Apple is. And maybe Apple has too https://t.co/uYv65BCaxL,Thu Oct 04 20:30:06 +0000 2018,-0.5719,0.0,0.207,0.793,61
The New York Times,"Kennedy Airport has long been a mess, with its disjointed terminals and countless delays. Now, officials have a $13… https://t.co/gAAy2RIr7O",Thu Oct 04 20:15:03 +0000 2018,-0.5859,0.0,0.231,0.769,62
The New York Times,"47% of voters who approve of President Trump say they feel like strangers in their own country.
44% of voters who d… https://t.co/pffsXyBwHT",Thu Oct 04 20:00:12 +0000 2018,0.3612,0.102,0.0,0.898,63
The New York Times,Looking to stay on top of the news about Brett Kavanaugh and the FBI investigation? Start here. https://t.co/t0v3Twgazu,Thu Oct 04 19:50:03 +0000 2018,0.2023,0.096,0.0,0.904,64
The New York Times,"Yer a museum exhibit, Harry
https://t.co/c500QvytUJ",Thu Oct 04 19:35:06 +0000 2018,0.0,0.0,0.0,1.0,65
The New York Times,"RT @Emily_Baum: Today in ""possibly awesome, possibly biological warfare"": The Pentagon is working to engineer a system in which billions of…",Thu Oct 04 19:30:03 +0000 2018,0.6249,0.177,0.0,0.823,66
The New York Times,"In Opinion,

Maria Gallagher, one of the protestors who confronted Senator Jeff Flake in the elevator, writes, “Rec… https://t.co/H1jiH2MvJg",Thu Oct 04 19:15:04 +0000 2018,-0.2023,0.0,0.091,0.909,67
The New York Times,"On Thursday, closing arguments were made in the case of the shooting of Laquan McDonald, a black teenager who was s… https://t.co/lxM6K3audn",Thu Oct 04 19:00:11 +0000 2018,-0.4019,0.0,0.119,0.881,68
The New York Times,"The Brooklyn-Queens Expressway, a detested but vital highway in New York, is falling apart and a 1.5-mile stretch o… https://t.co/2lOm7xkG3K",Thu Oct 04 18:50:03 +0000 2018,0.2263,0.135,0.092,0.773,69
The New York Times,RT @julieturkewitz: Mia Love is the daughter of Haitian immigrants. She was the first black Republican woman elected to Congress. She has s…,Thu Oct 04 18:40:10 +0000 2018,0.4588,0.153,0.08,0.766,70
The New York Times,RT @karenyourish: Many who could have shed light on the allegations against Judge Kavanaugh were not questioned by the F.B.I. w/@TroyEricG…,Thu Oct 04 18:34:06 +0000 2018,0.0762,0.061,0.0,0.939,71
The New York Times,"The Neanderthals probably infected modern humans with viruses, perhaps even an ancient form of HIV. But our extinct… https://t.co/2XvK2XTfco",Thu Oct 04 18:25:06 +0000 2018,-0.2732,0.0,0.104,0.896,72
The New York Times,Lindsey Graham has been one of the biggest proponents of President Trump’s crackdown on China. But behind the scene… https://t.co/kAXPQkULEY,Thu Oct 04 18:10:07 +0000 2018,0.0,0.0,0.0,1.0,73
The New York Times,"RT @halophoenix: Need some juice, but no time to charge your phone? @WhitsonGordon explains the fastest way to charge your phone, today in…",Thu Oct 04 18:00:12 +0000 2018,-0.4215,0.0,0.113,0.887,74
The New York Times,Lawmakers reviewed the FBI’s findings from an inquiry into Judge Brett Kavanaugh’s background. Here’s what senators… https://t.co/6QZO552Uhs,Thu Oct 04 17:45:07 +0000 2018,0.0,0.0,0.0,1.0,75
The New York Times,"RT @Nate_Cohn: Minnesota 2, probably final. Craig (D) 51, Lewis (R, inc) 39
This seat was already thought to lean Democratic, but there's n…",Thu Oct 04 17:35:03 +0000 2018,0.0,0.0,0.0,1.0,76
The New York Times,Broken friendships. Lost teeth. There’s no one right way to grow up. So here are stories from people making mistake… https://t.co/1bsI9lL2Lk,Thu Oct 04 17:25:05 +0000 2018,-0.6124,0.096,0.279,0.625,77
The New York Times,"He was miserable working at a law firm. So he decided to pursue comedy. A writer for the TV show ""Superstore"" share… https://t.co/qeQj06W40i",Thu Oct 04 17:10:06 +0000 2018,-0.1779,0.101,0.13,0.769,78
The New York Times,"RT @MichaelPaulson: Hillary Clinton is coming to Broadway. As a character in a play. Here comes ""Hillary and Clinton,"" by Lucas Hnath, star…",Thu Oct 04 17:00:12 +0000 2018,0.34,0.107,0.0,0.893,79
The New York Times,"36 Hours in Nashville: Flourishing art and food scenes, and musical venues that celebrate new voices are just a few… https://t.co/MFLRYUn0x8",Thu Oct 04 16:50:07 +0000 2018,0.5719,0.163,0.0,0.837,80
The New York Times,A new way to keep up with the 2018 campaign: Sign up to get messages from a Times political reporter. He’ll even ta… https://t.co/PKoBMv4jEC,Thu Oct 04 16:45:05 +0000 2018,0.0,0.0,0.0,1.0,81
The New York Times,See the full list of the MacArthur “Genius” Grant winners here:  https://t.co/AmAzQON1fA,Thu Oct 04 16:32:50 +0000 2018,0.6808,0.359,0.0,0.641,82
The New York Times,"Meet the new MacArthur “genius” grant winners. The 25 recipients — scientists, artists, a lawyer and a journalist —… https://t.co/O4SoUkxZEL",Thu Oct 04 16:30:03 +0000 2018,0.6808,0.272,0.0,0.728,83
The New York Times,Breaking News: 2 undecided GOP senators suggested they were satisfied with the FBI report on Brett Kavanaugh. Democ… https://t.co/VIBbVjUdDJ,Thu Oct 04 16:17:38 +0000 2018,0.2263,0.135,0.092,0.773,84
The New York Times,"NBC gave Michael Schur total freedom. So the TV impresario made ""The Good Place,"" a sitcom that's also a profound w… https://t.co/aPANEleDon",Thu Oct 04 16:02:13 +0000 2018,0.7964,0.283,0.0,0.717,85
The New York Times,"Barnes &amp; Noble announced that is considering putting itself up for sale, again. Shareholders are delighted but find… https://t.co/V90Zo8cfq7",Thu Oct 04 15:55:03 +0000 2018,0.4854,0.196,0.0,0.804,86
The New York Times,"RT @panphil: “It’s difficult to explain what Q means exactly,” says one teahouse manager. But ⁦@amyyqin⁩ explains it in all its delicious g…",Thu Oct 04 15:25:05 +0000 2018,0.6486,0.188,0.065,0.746,87
The New York Times,"As senators read FBI interview transcripts, the White House is confident that the new background check on Judge Bre… https://t.co/BZBegmkDQD",Thu Oct 04 15:10:07 +0000 2018,0.4939,0.144,0.0,0.856,88
The New York Times,RT @nytgraphics: A map of where China’s retaliatory tariffs threaten American jobs looks a lot like one that shows where voters backed Pres…,Thu Oct 04 15:00:13 +0000 2018,-0.0,0.149,0.107,0.744,89
The New York Times,"By the Book: If you want a book to better understand America, Andre Dubus III, the author of “Gone So Long,” says,… https://t.co/m196cMr18r",Thu Oct 04 14:45:08 +0000 2018,0.4939,0.174,0.0,0.826,90
The New York Times,"RT @ScottShaneNYT: 3/ And according to the estimable @DarrenLinvill of Clemson University, it was then retweeted by 26 other Russian accoun…",Thu Oct 04 14:34:27 +0000 2018,0.0,0.0,0.0,1.0,91
The New York Times,"RT @ScottShaneNYT: 2/ Turns out that on December 19, 2016, the day the Electoral College confirmed Trump's victory, one of the Internet Res…",Thu Oct 04 14:34:10 +0000 2018,0.0,0.0,0.0,1.0,92
The New York Times,RT @ScottShaneNYT: 1/ Here's a remarkable update to the reconstruction of the Russian 2016 election attack I wrote with @MarkMazzettiNYT tw…,Thu Oct 04 14:33:50 +0000 2018,0.128,0.152,0.131,0.717,93
The New York Times,"Breaking News: Russian officers launched cyberattacks on inquiries into Russian doping, an ex-spy’s poisoning and t… https://t.co/SlJLclQyXO",Thu Oct 04 14:31:06 +0000 2018,-0.5106,0.074,0.187,0.739,94
The New York Times,"In a video, Emmanuel Macron was seen as lecturing an out-of-work gardener to look harder for a job. ""If I crossed t… https://t.co/AENktC7iSM",Thu Oct 04 14:30:13 +0000 2018,0.0,0.0,0.0,1.0,95
The New York Times,"RT @MarkLandler: Tensions with China are about to get worse: Mike Pence to deliver a blistering assault on Chinese aggression, predatory lo…",Thu Oct 04 14:15:07 +0000 2018,-0.8957,0.0,0.41,0.59,96
The New York Times,"RT @mikiebarb: On today’s Daily: the meaning and scope of the FBI investigation into Kavanaugh, which Senators will review this morning — a…",Thu Oct 04 14:00:10 +0000 2018,0.0,0.0,0.0,1.0,97
The New York Times,Jimmy Kimmel's show paused multiple times as an alarm blared and faux presidential alerts flashed across the screen… https://t.co/Ioxsw7BWje,Thu Oct 04 13:44:02 +0000 2018,-0.34,0.0,0.118,0.882,98
The New York Times,"""Too often, when 'alternative medicine' is used instead of standard medical treatments, it delays the use of remedi… https://t.co/t8xD9NeSzW",Thu Oct 04 13:30:16 +0000 2018,0.0,0.0,0.0,1.0,99
The New York Times,"The most famous faces of the ’90s returned to the runways, bike shorts are here to stay — and the beach was every d… https://t.co/TwGULOxKmp",Thu Oct 04 13:22:05 +0000 2018,0.0,0.0,0.0,1.0,100
