Account,Text,Date,Compound,Positive,Neutral,Negative,Tweets Ago
CBS News,1-year-old girl found alive under debris from deadly tsunami in Indonesia https://t.co/9sEh5p54eC https://t.co/bBuLGOfBM9,Fri Oct 05 01:14:41 +0000 2018,0.3818,0.178,0.0,0.822,30
CBS News,"Elon Musk is taunting the government regulators who threatened to oust him as Tesla's CEO, just days after he settl… https://t.co/XXYf1JCS2M",Fri Oct 05 00:54:32 +0000 2018,-0.4588,0.0,0.13,0.87,31
CBS News,"Kavanaugh fight rallies GOP ahead of midterms: ""It's like pouring gasoline on the base"" https://t.co/jwT7VIaYke https://t.co/1AT8ljJplW",Fri Oct 05 00:34:56 +0000 2018,-0.0258,0.131,0.136,0.733,32
CBS News,"Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW0zwWkZ1",Fri Oct 05 00:14:44 +0000 2018,-0.5574,0.0,0.295,0.705,33
CBS News,Missing dog found clinging to pipe above 8-foot pit of water in New Jersey https://t.co/89jTmUFSbe https://t.co/C5zQh5ldVH,Thu Oct 04 23:54:54 +0000 2018,-0.296,0.0,0.128,0.872,34
CBS News,"HAPPENING NOW: Pres. Trump rallies supporters in Minnesota, as senators in Washington edge closer to confirming his… https://t.co/BYI5dF6GMe",Thu Oct 04 23:40:30 +0000 2018,0.4404,0.146,0.0,0.854,35
CBS News,Writer insists bizarre EgyptAir interview with Drew Barrymore is real https://t.co/th9aM1HiJe https://t.co/87cJnzbWnP,Thu Oct 04 23:34:40 +0000 2018,-0.3182,0.0,0.173,0.827,36
CBS News,RESCUING ROSCO: A family thought their little dog was lost forever – then workers at a nearby water plant heard bar… https://t.co/QDwYHdtMdO,Thu Oct 04 23:15:23 +0000 2018,-0.2585,0.0,0.102,0.898,37
CBS News,Four years ago a dachshund developed a small bump on her head. Then it grew and grew into a life-threatening tumor.… https://t.co/6X4VCjwN3M,Thu Oct 04 23:11:33 +0000 2018,0.0,0.0,0.0,1.0,38
CBS News,"RT @CBSEveningNews: In the midst of rubble and destruction, a glimmer of hope. 

Swept away from her family as an earthquake and tsunami, w…",Thu Oct 04 22:59:24 +0000 2018,-0.2023,0.105,0.134,0.761,39
CBS News,"RT @CBSEveningNews: Cristiano Ronaldo, one of the world’s biggest soccers stars, was benched by the Portuguese national team as a woman all…",Thu Oct 04 22:58:50 +0000 2018,0.0,0.0,0.0,1.0,40
CBS News,"RT @CBSEveningNews: In the dark of the night, at 2:30am ET, the 46-page FBI report on claims of sexual misconduct against Brett Kavanaugh a…",Thu Oct 04 22:40:41 +0000 2018,0.0,0.0,0.0,1.0,41
CBS News,RT @CBSEveningNews: Nine people were interviewed for the FBI investigation into sexual misconduct allegations against Pres. Trump’s SCOTUS…,Thu Oct 04 22:40:41 +0000 2018,0.0,0.0,0.0,1.0,42
CBS News,"John Paul Stevens says Brett Kavanaugh shouldn't be on the Supreme Court after his ""performance in the hearings""… https://t.co/lz63mbhUZO",Thu Oct 04 22:29:40 +0000 2018,0.5574,0.167,0.0,0.833,43
CBS News,WATCH: Dog rescued after spending a week floating on couch in flooded home after Hurricane Florence… https://t.co/Za4v98Upxt,Thu Oct 04 22:14:57 +0000 2018,0.4215,0.157,0.0,0.843,44
CBS News,More than 6 million pounds of beef recalled due to possible salmonella https://t.co/bU4vqWGdQg https://t.co/Ku3Khbi8JA,Thu Oct 04 22:00:01 +0000 2018,0.0,0.0,0.0,1.0,45
CBS News,Best-selling author John Green on how he deals with obsessive-compulsive disorder and 'thought spirals'… https://t.co/PVx7hUQVIr,Thu Oct 04 21:39:39 +0000 2018,-0.4019,0.0,0.162,0.838,46
CBS News,"All Palm Beach County, Florida, beaches closed over red tide health concerns https://t.co/1br123i9MX https://t.co/9U3noQ77mU",Thu Oct 04 21:19:53 +0000 2018,0.0,0.0,0.0,1.0,47
CBS News,The case for pessimism: Cheery people earn less in business https://t.co/q107w4SM5s https://t.co/3xBl7ywrrX,Thu Oct 04 20:59:45 +0000 2018,0.2732,0.224,0.155,0.621,48
CBS News,"Nike ""deeply concerned"" by ""disturbing"" rape allegations against soccer star Cristiano Ronaldo… https://t.co/24bQ9gz53F",Thu Oct 04 20:39:57 +0000 2018,-0.6908,0.0,0.281,0.719,49
CBS News,"Mischa Barton joins ""The Hills"" reboot https://t.co/Xrwfemrswt https://t.co/qAmb2Xqztj",Thu Oct 04 20:19:43 +0000 2018,0.0,0.0,0.0,1.0,50
CBS News,Chris Evans appears to bid farewell to Captain America https://t.co/YJIRszj19d https://t.co/YXSEOC2WF6,Thu Oct 04 19:59:53 +0000 2018,0.0,0.0,0.0,1.0,51
CBS News,Aspiring small business owners should be clear on their own skills before making the leap — and finding help if the… https://t.co/S2eY54pCoq,Thu Oct 04 19:14:31 +0000 2018,0.6486,0.218,0.0,0.782,52
CBS News,"""This is almost rock-bottom. I would like to have the future of mending things so that we can do things in a colleg… https://t.co/yAodC03iSu",Thu Oct 04 19:02:34 +0000 2018,0.3041,0.096,0.0,0.904,53
CBS News,"WATCH: GOP Senators address FBI report on Kavanaugh
""There is no way anything we did would satisfy the Democrats. T… https://t.co/mRoatyVQpw",Thu Oct 04 18:39:53 +0000 2018,0.2023,0.124,0.091,0.785,54
CBS News,A-MAZE-ING: This corn maze in Utah is a fall-lover's dream https://t.co/Pf3u2lCwSd https://t.co/BQn93ojJc9,Thu Oct 04 18:29:54 +0000 2018,0.25,0.167,0.0,0.833,55
CBS News,"Lindsey Graham says Klobuchar should apologize to Kavanaugh over ""smear campaign"" https://t.co/xs7o7Hw9uN https://t.co/WgfArCafp1",Thu Oct 04 18:14:59 +0000 2018,-0.2732,0.094,0.168,0.738,56
CBS News,US service member killed in action in Afghanistan today https://t.co/SiRpHwavVQ https://t.co/I8qArCPaK4,Thu Oct 04 17:59:45 +0000 2018,-0.6705,0.0,0.31,0.69,57
CBS News,"Bedsheet ""nooses"" among ""serious violations"" at California ICE detention facility https://t.co/aTYpiVhXta https://t.co/eFVmTkg3re",Thu Oct 04 17:44:31 +0000 2018,-0.7351,0.0,0.444,0.556,58
CBS News,"Ben Sasse says he urged President Trump to appoint woman, rather than Kavanaugh https://t.co/zifGdawEK5 https://t.co/npd475O3i9",Thu Oct 04 17:30:04 +0000 2018,0.0,0.0,0.0,1.0,59
CBS News,"Man sent letters before car explosion that killed 3, including his son, authorities say https://t.co/cThxFptlTj https://t.co/2YgLFLDZDI",Thu Oct 04 17:15:08 +0000 2018,-0.6705,0.0,0.231,0.769,60
CBS News,"INCREDIBLE: People are ""falling"" in love with these colorful autumn leaves captured by a drone flying high above Ut… https://t.co/RIXbSPTs2A",Thu Oct 04 17:01:20 +0000 2018,0.6369,0.189,0.0,0.811,61
CBS News,"RT @CBSEveningNews: STARTING NEXT WEEK: @jeffglor to anchor #CBSEveningNews from key battleground states - Arizona, Texas, Missouri &amp; Flori…",Thu Oct 04 16:56:04 +0000 2018,-0.4019,0.0,0.137,0.863,62
CBS News,"Mark Judge memoir offered for $1,800 on eBay https://t.co/9YWDCC16QB https://t.co/tTfbHaU7vd",Thu Oct 04 16:44:38 +0000 2018,0.0,0.0,0.0,1.0,63
CBS News,Justice Dept. announces charges against 7 Russian operatives for cyber attacks https://t.co/qA9DVSkUjn https://t.co/wkfbECTEYz,Thu Oct 04 16:29:40 +0000 2018,-0.1531,0.195,0.287,0.517,64
CBS News,"Twitter still flooded with shame accounts, four of five fake accounts that were active during the 2016 election sti… https://t.co/RJ8jX6NeG2",Thu Oct 04 16:14:52 +0000 2018,-0.5423,0.104,0.239,0.656,65
CBS News,Soyuz capsule brings three station fliers back to Earth after 6 months in orbit https://t.co/MUOpfqtFzL https://t.co/Cgl6pvLr3g,Thu Oct 04 15:59:33 +0000 2018,0.0,0.0,0.0,1.0,66
CBS News,"""You were surprised, why? I think the Democratic strategy is clear. Stall and re-stall...this is smashmouth raw pol… https://t.co/pdGW6ONpuD",Thu Oct 04 15:56:34 +0000 2018,0.4019,0.211,0.085,0.704,67
CBS News,"WATCH: Democrats address FBI report on Kavanaugh

""Dr. Ford came forward and won America's hearts. Our Republican c… https://t.co/gR2kSH7ryW",Thu Oct 04 15:52:46 +0000 2018,0.5719,0.171,0.0,0.829,68
CBS News,Fourth victim dies from L.A.-area attacks on mostly homeless men https://t.co/tE0oVZvDLw https://t.co/qHWnU0HxpS,Thu Oct 04 15:44:40 +0000 2018,-0.6124,0.0,0.333,0.667,69
CBS News,"Astronomers find signs of ""exomoon"" in distant solar system https://t.co/d6riKDgYfL https://t.co/p2lZJLn6wh",Thu Oct 04 15:29:33 +0000 2018,0.0,0.0,0.0,1.0,70
CBS News,"""The facts do not support the allegations levied at Judge Kavanaugh's character,"" Senate Majority Leader Mitch McCo… https://t.co/zsK9Vj3Hqo",Thu Oct 04 15:26:59 +0000 2018,-0.3089,0.0,0.117,0.883,71
CBS News,"When Walmart said it was raising wages in early 2015, the retailing behemoth may have unwittingly started a trend… https://t.co/bXRd1JvQxu",Thu Oct 04 15:14:38 +0000 2018,0.0,0.0,0.0,1.0,72
CBS News,"""The most notable part of this report is what's not in it."" Senate Democrats are detailing the latest FBI report on… https://t.co/ak1GKVPKf9",Thu Oct 04 15:11:37 +0000 2018,0.0,0.0,0.0,1.0,73
CBS News,WATCH: This dog floated on a couch in the middle of a flooded house for nearly two weeks. And his rescue will melt… https://t.co/9aAkEtJcjJ,Thu Oct 04 15:00:58 +0000 2018,0.5106,0.136,0.0,0.864,74
CBS News,Vice President Pence plans to accuse China of trying to undermine President Trump as the administration deploys tou… https://t.co/7RWFBMhK87,Thu Oct 04 14:44:37 +0000 2018,-0.4588,0.0,0.19,0.81,75
CBS News,"MIRACLE WORKER: His whole life, this 6-year-old Texas boy was unable to speak. Then, a trip to the dentist changed… https://t.co/sFVEB8wmoY",Thu Oct 04 14:30:30 +0000 2018,0.6739,0.193,0.0,0.807,76
CBS News,The U.S. Justice Department has charged seven Russian military intelligence officers with hacking anti-doping agenc… https://t.co/RpmWefLpId,Thu Oct 04 14:14:46 +0000 2018,0.6908,0.305,0.085,0.61,77
CBS News,"Pres. Trump received at least $413 million in today's dollars from his father, much of that through questionable ta… https://t.co/GL8Ge1mUfq",Thu Oct 04 14:00:00 +0000 2018,-0.296,0.0,0.104,0.896,78
CBS News,"""The defendants targeted athletes and anti-doping agencies as retaliation for the outing of Russia's state sponsore… https://t.co/XunrnySmpO",Thu Oct 04 13:52:55 +0000 2018,0.0,0.0,0.0,1.0,79
CBS News,"A family thought their 6-year-old son couldn’t speak, but a 30-second procedure at the dentist changed his life… https://t.co/x7Q9RheCjt",Thu Oct 04 13:44:39 +0000 2018,0.0,0.0,0.0,1.0,80
CBS News,"Cristiano Ronaldo accuser had suicidal thoughts after alleged rape, lawyer says https://t.co/o0vsgTeXY8 https://t.co/seSbapHiFC",Thu Oct 04 13:30:38 +0000 2018,-0.8807,0.0,0.455,0.545,81
CBS News,Judge cites Trump comments in blocking U.S. move against immigrants from 4 nations https://t.co/fYSrCH4bhX https://t.co/4TnIbN060U,Thu Oct 04 13:16:00 +0000 2018,-0.3818,0.0,0.167,0.833,82
CBS News,"A good credit score could impact your ability to get a new home or car. But credit card debt, with high interest ra… https://t.co/BC5gr5sqnT",Thu Oct 04 13:00:34 +0000 2018,0.8201,0.399,0.101,0.499,83
CBS News,RT @CBSThisMorning: Researchers from the Washington University School of Medicine in St. Louis found consuming one to two drinks four or mo…,Thu Oct 04 12:58:19 +0000 2018,0.0,0.0,0.0,1.0,84
CBS News,A 30-year South Carolina police veteran was killed and 6 of his comrades were wounded when a man opened fire from i… https://t.co/WNgRnuhALU,Thu Oct 04 12:44:53 +0000 2018,-0.7845,0.0,0.277,0.723,85
CBS News,"RT @CBSThisMorning: The real question here is what do Senators Flake, Collins and Murkowski think of this? Do they think it's adequate? --…",Thu Oct 04 12:35:53 +0000 2018,0.3094,0.093,0.0,0.907,86
CBS News,Deputy pushes stranded woman's wheelchair one mile to her home https://t.co/iknSnSGl3R https://t.co/cBai5b6u1U,Thu Oct 04 12:30:29 +0000 2018,0.0,0.0,0.0,1.0,87
CBS News,"RT @CBSThisMorning: ""I personally don't believe, as a prosecutor, you can have a credible and complete investigation without an interview o…",Thu Oct 04 12:30:01 +0000 2018,0.0,0.0,0.0,1.0,88
CBS News,"Track Palin, son of former Alaska Gov. Sarah Palin, to spend year in custody after assault arrests… https://t.co/7OoGjoa4Xt",Thu Oct 04 12:14:50 +0000 2018,-0.5859,0.0,0.183,0.817,89
CBS News,RT @NorahODonnell: We’ll talk to @drtaranarula this morning about how a daily alcoholic drink may or may not benefit your health. What you…,Thu Oct 04 12:04:47 +0000 2018,-0.357,0.0,0.106,0.894,90
CBS News,"President Trump has said for decades that he's a self-made billionaire. But, a new investigation reveals a differen… https://t.co/RsslbV0htt",Thu Oct 04 12:00:52 +0000 2018,0.0,0.0,0.0,1.0,91
CBS News,"RT @NorahODonnell: There are still many unanswered questions about the FBI inquiry into Brett #Kavanaugh - coming up on @CBSThisMorning, @F…",Thu Oct 04 11:59:00 +0000 2018,0.0,0.0,0.0,1.0,92
CBS News,Police boost security at Capitol amid tension over Brett Kavanaugh confirmation https://t.co/DgMnr7ubtJ https://t.co/pteXrKFxlH,Thu Oct 04 11:44:43 +0000 2018,0.4215,0.293,0.132,0.575,93
CBS News,RT @CBSThisMorning: FEMA is calling its first test of the new presidential alert system a success. The mass cell phone blast went out at 2:…,Thu Oct 04 11:40:58 +0000 2018,0.7096,0.211,0.0,0.789,94
CBS News,RT @CBSThisMorning: Indonesian marines are pouring into the area devastated by an earthquake and tsunami to help with rescues. The death to…,Thu Oct 04 11:38:04 +0000 2018,-0.5994,0.162,0.256,0.583,95
CBS News,RT @CBSThisMorning: Amazon faces criticism after revealing changes to employee compensation tied to its minimum wage hike. They announced i…,Thu Oct 04 11:37:32 +0000 2018,-0.296,0.075,0.128,0.796,96
CBS News,"Indonesia earthquake and tsunami leave more than 70,000 homeless in hard-hit Palu https://t.co/RoDMMM1y1c https://t.co/UunrKswmmP",Thu Oct 04 11:30:47 +0000 2018,-0.0516,0.0,0.085,0.915,97
CBS News,RT @CBSThisMorning: The FBI investigation that delayed a confirmation vote on Supreme Court nominee Brett Kavanaugh is finished. The report…,Thu Oct 04 11:17:00 +0000 2018,0.4019,0.16,0.084,0.756,98
CBS News,Senators will review FBI findings today after investigation that delayed a confirmation vote on Supreme Court nomin… https://t.co/x9UXXep6Ee,Thu Oct 04 11:15:58 +0000 2018,0.4019,0.176,0.093,0.732,99
CBS News,Mom says teachers forced young daughter with autism into closet https://t.co/XsqWTCPTg0 https://t.co/ILS0lDrkbM,Thu Oct 04 11:09:51 +0000 2018,-0.4588,0.0,0.214,0.786,100
CNN Breaking News,"A cloture vote for Supreme Court nominee Brett Kavanaugh is set for Friday morning, moving the Senate closer to a c… https://t.co/e3hE5sNRLm",Thu Oct 04 23:30:55 +0000 2018,0.5574,0.159,0.0,0.841,1
CNN Breaking News,Capitol Police arrested 302 protesters during demonstrations at Senate Office buildings over the Brett Kavanaugh no… https://t.co/ctmR9Oaybh,Thu Oct 04 23:04:54 +0000 2018,-0.6124,0.0,0.25,0.75,2
CNN Breaking News,Two protesters opposed to Brett Kavanaugh's Supreme Court nomination were arrested on suspicion of blocking the ent… https://t.co/W5FIGs2xcd,Thu Oct 04 22:05:42 +0000 2018,-0.6808,0.134,0.381,0.485,3
CNN Breaking News,"Nineties rap mogul Marion ""Suge"" Knight is sentenced to 28 years in prison after pleading no contest to manslaughte… https://t.co/DCe5plFDkp",Thu Oct 04 17:21:50 +0000 2018,-0.6808,0.0,0.28,0.72,4
CNN Breaking News,Seven Russian intelligence officers are charged in a US indictment alleging the use of cybercrimes to distract from… https://t.co/GWDsGParc7,Thu Oct 04 13:58:17 +0000 2018,0.0258,0.14,0.181,0.679,5
CNN Breaking News,A massive recall of 6.5 million pounds of beef is issued after a salmonella outbreak is linked to meat sold across… https://t.co/OIqRvu4sNB,Thu Oct 04 13:19:59 +0000 2018,0.0,0.0,0.0,1.0,6
CNN Breaking News,"A US service member assigned to the NATO mission in Afghanistan was killed on Thursday, the Pentagon says… https://t.co/heEDOwDCAa",Thu Oct 04 13:03:45 +0000 2018,-0.6705,0.0,0.209,0.791,7
CNN Breaking News,Senate Judiciary Committee has received the supplemental FBI background file on Supreme Court nominee Brett Kavanau… https://t.co/Lel2EgRcGq,Thu Oct 04 10:29:52 +0000 2018,0.5574,0.184,0.0,0.816,8
CNN Breaking News,Australia's busiest airport was on high alert Thursday after a United Airlines flight from Los Angeles issued a may… https://t.co/jQ1RuHC2tS,Thu Oct 04 02:47:23 +0000 2018,0.6124,0.238,0.0,0.762,9
CNN Breaking News,"RT @CNNPolitics: Capitol Police arrest a man suspected of ""doxing"" lawmakers — or posting their private information online — during Supreme…",Thu Oct 04 02:42:32 +0000 2018,-0.5106,0.0,0.212,0.788,10
CNN Breaking News,RT @CNNPolitics: BREAKING: Senate Majority Leader Mitch McConnell takes a key step toward the vote on Brett Kavanaugh's nomination https://…,Thu Oct 04 02:13:06 +0000 2018,0.0,0.0,0.0,1.0,11
CNN Breaking News,A California federal judge temporarily blocked Trump's administration from stripping Temporary Protected Status fro… https://t.co/1QOnVq0BOI,Thu Oct 04 01:47:23 +0000 2018,0.2023,0.171,0.124,0.706,12
CNN Breaking News,"James Roche, one of Kavanaugh’s freshman roommates, says Kavanaugh lied under oath about his drinking and about the… https://t.co/PAbub0JmFa",Thu Oct 04 01:16:16 +0000 2018,-0.3818,0.0,0.126,0.874,13
CNN Breaking News,"Seven law enforcement officers were shot, one fatally, during a standoff in South Carolina, as sheriff's deputies w… https://t.co/SX27SQ7tbd",Thu Oct 04 01:13:39 +0000 2018,-0.6369,0.0,0.198,0.802,14
CNN Breaking News,"RT @CNNPolitics: Senators will be able to start reading the Kavanugh FBI report Thursday morning, sources say https://t.co/Q5vSw5VaYv https…",Thu Oct 04 00:25:29 +0000 2018,0.0,0.0,0.0,1.0,15
CNN Breaking News,"One of the five law enforcement officers shot in South Carolina has died, Florence County coroner says… https://t.co/cpcaoISDRH",Wed Oct 03 23:03:25 +0000 2018,-0.5574,0.0,0.175,0.825,16
CNN Breaking News,"Five law enforcement officers have been shot in Florence County, South Carolina, sheriff's deputy says. A suspect i… https://t.co/6BtjVK7Sok",Wed Oct 03 22:16:58 +0000 2018,-0.296,0.0,0.115,0.885,17
CNN Breaking News,The Senate passes legislation to combat the opioid epidemic by a vote of 98-1. The bill now heads to the White Hous… https://t.co/hxvRTSav7v,Wed Oct 03 20:31:50 +0000 2018,-0.34,0.0,0.103,0.897,18
CNN Breaking News,"US officials just ran a big test of an emergency system that uses your cell phone. We have the FAQs (and no, Presid… https://t.co/wRL0kZsHSU",Wed Oct 03 18:26:36 +0000 2018,-0.5859,0.0,0.186,0.814,19
CNN Breaking News,"Astronomers say they may have made the first discovery of an exomoon, a moon outside our solar system… https://t.co/IN5GguVUee",Wed Oct 03 18:14:59 +0000 2018,0.0,0.0,0.0,1.0,20
CNN Breaking News,"A cloture vote for Supreme Court nominee Brett Kavanaugh is set for Friday morning, moving the Senate closer to a c… https://t.co/e3hE5sNRLm",Thu Oct 04 23:30:55 +0000 2018,0.5574,0.159,0.0,0.841,21
CNN Breaking News,Capitol Police arrested 302 protesters during demonstrations at Senate Office buildings over the Brett Kavanaugh no… https://t.co/ctmR9Oaybh,Thu Oct 04 23:04:54 +0000 2018,-0.6124,0.0,0.25,0.75,22
CNN Breaking News,Two protesters opposed to Brett Kavanaugh's Supreme Court nomination were arrested on suspicion of blocking the ent… https://t.co/W5FIGs2xcd,Thu Oct 04 22:05:42 +0000 2018,-0.6808,0.134,0.381,0.485,23
CNN Breaking News,"Nineties rap mogul Marion ""Suge"" Knight is sentenced to 28 years in prison after pleading no contest to manslaughte… https://t.co/DCe5plFDkp",Thu Oct 04 17:21:50 +0000 2018,-0.6808,0.0,0.28,0.72,24
CNN Breaking News,Seven Russian intelligence officers are charged in a US indictment alleging the use of cybercrimes to distract from… https://t.co/GWDsGParc7,Thu Oct 04 13:58:17 +0000 2018,0.0258,0.14,0.181,0.679,25
CNN Breaking News,A massive recall of 6.5 million pounds of beef is issued after a salmonella outbreak is linked to meat sold across… https://t.co/OIqRvu4sNB,Thu Oct 04 13:19:59 +0000 2018,0.0,0.0,0.0,1.0,26
CNN Breaking News,"A US service member assigned to the NATO mission in Afghanistan was killed on Thursday, the Pentagon says… https://t.co/heEDOwDCAa",Thu Oct 04 13:03:45 +0000 2018,-0.6705,0.0,0.209,0.791,27
CNN Breaking News,Senate Judiciary Committee has received the supplemental FBI background file on Supreme Court nominee Brett Kavanau… https://t.co/Lel2EgRcGq,Thu Oct 04 10:29:52 +0000 2018,0.5574,0.184,0.0,0.816,28
CNN Breaking News,Australia's busiest airport was on high alert Thursday after a United Airlines flight from Los Angeles issued a may… https://t.co/jQ1RuHC2tS,Thu Oct 04 02:47:23 +0000 2018,0.6124,0.238,0.0,0.762,29
CNN Breaking News,"RT @CNNPolitics: Capitol Police arrest a man suspected of ""doxing"" lawmakers — or posting their private information online — during Supreme…",Thu Oct 04 02:42:32 +0000 2018,-0.5106,0.0,0.212,0.788,30
CNN Breaking News,RT @CNNPolitics: BREAKING: Senate Majority Leader Mitch McConnell takes a key step toward the vote on Brett Kavanaugh's nomination https://…,Thu Oct 04 02:13:06 +0000 2018,0.0,0.0,0.0,1.0,31
CNN Breaking News,A California federal judge temporarily blocked Trump's administration from stripping Temporary Protected Status fro… https://t.co/1QOnVq0BOI,Thu Oct 04 01:47:23 +0000 2018,0.2023,0.171,0.124,0.706,32
CNN Breaking News,"James Roche, one of Kavanaugh’s freshman roommates, says Kavanaugh lied under oath about his drinking and about the… https://t.co/PAbub0JmFa",Thu Oct 04 01:16:16 +0000 2018,-0.3818,0.0,0.126,0.874,33
CNN Breaking News,"Seven law enforcement officers were shot, one fatally, during a standoff in South Carolina, as sheriff's deputies w… https://t.co/SX27SQ7tbd",Thu Oct 04 01:13:39 +0000 2018,-0.6369,0.0,0.198,0.802,34
CNN Breaking News,"RT @CNNPolitics: Senators will be able to start reading the Kavanugh FBI report Thursday morning, sources say https://t.co/Q5vSw5VaYv https…",Thu Oct 04 00:25:29 +0000 2018,0.0,0.0,0.0,1.0,35
CNN Breaking News,"One of the five law enforcement officers shot in South Carolina has died, Florence County coroner says… https://t.co/cpcaoISDRH",Wed Oct 03 23:03:25 +0000 2018,-0.5574,0.0,0.175,0.825,36
CNN Breaking News,"Five law enforcement officers have been shot in Florence County, South Carolina, sheriff's deputy says. A suspect i… https://t.co/6BtjVK7Sok",Wed Oct 03 22:16:58 +0000 2018,-0.296,0.0,0.115,0.885,37
CNN Breaking News,The Senate passes legislation to combat the opioid epidemic by a vote of 98-1. The bill now heads to the White Hous… https://t.co/hxvRTSav7v,Wed Oct 03 20:31:50 +0000 2018,-0.34,0.0,0.103,0.897,38
CNN Breaking News,"US officials just ran a big test of an emergency system that uses your cell phone. We have the FAQs (and no, Presid… https://t.co/wRL0kZsHSU",Wed Oct 03 18:26:36 +0000 2018,-0.5859,0.0,0.186,0.814,39
CNN Breaking News,"Astronomers say they may have made the first discovery of an exomoon, a moon outside our solar system… https://t.co/IN5GguVUee",Wed Oct 03 18:14:59 +0000 2018,0.0,0.0,0.0,1.0,40
CNN Breaking News,"Sarah Sanders says President Trump was ""stating the facts"" in comments seen as mocking Kavanaugh accuser's testimon… https://t.co/H7R85pvMmV",Wed Oct 03 17:39:20 +0000 2018,-0.4019,0.0,0.137,0.863,41
CNN Breaking News,"RT @CNNPolitics: ""The Iranian regime has systematically pursued a policy of hostility toward the United States,” national security adviser…",Wed Oct 03 17:29:47 +0000 2018,0.1779,0.219,0.148,0.633,42
CNN Breaking News,Soccer star Cristiano Ronaldo tweets a denial of rape allegations in an American woman's lawsuit and says he awaits… https://t.co/K4k6MEfLGQ,Wed Oct 03 15:15:12 +0000 2018,-0.765,0.0,0.28,0.72,43
CNN Breaking News,RT @CNNMoney: Stocks race higher at the open. Dow rises 140 points to all-time high. S&amp;P 500 and Nasdaq advance 0.4%. JCPenney jumps 8% as…,Wed Oct 03 13:46:43 +0000 2018,0.0,0.0,0.0,1.0,44
CNN Breaking News,"Sen. Susan Collins, a key GOP vote on Brett Kavanaugh's nomination, says President Trump's comments mocking Christi… https://t.co/QtxLRCHbGH",Wed Oct 03 13:44:18 +0000 2018,-0.4019,0.0,0.144,0.856,45
CNN Breaking News,"Grammy Award-winning sound engineer Geoff Emerick, who worked on several Beatles albums, is dead at age 72. He also… https://t.co/c96pd4ZoXE",Wed Oct 03 12:09:00 +0000 2018,-0.6486,0.0,0.185,0.815,46
CNN Breaking News,France has frozen assets of Iran's intelligence services and two Iranian nationals after linking them to a thwarted… https://t.co/eLAodf53qY,Wed Oct 03 11:12:30 +0000 2018,0.5859,0.231,0.0,0.769,47
CNN Breaking News,FBI is expanding its inquiry into sexual assault allegations against Brett Kavanaugh beyond the initial four interv… https://t.co/ykJ8CJbf2V,Wed Oct 03 01:51:46 +0000 2018,-0.5859,0.0,0.183,0.817,48
CNN Breaking News,"RT @CNN: During a rally in Mississippi, President Trump directly mocked Christine Blasey Ford’s testimony before the Senate Judiciary Commi…",Wed Oct 03 00:40:35 +0000 2018,-0.3182,0.0,0.113,0.887,49
CNN Breaking News,RT @CNNMoney: Facebook doesn't think hackers accessed third-party sites https://t.co/23AYilaYqu https://t.co/42vOku6z3d,Tue Oct 02 23:40:56 +0000 2018,0.0,0.0,0.0,1.0,50
CNN Breaking News,Envelope addressed to Trump contains substance believed to be ricin and appears connected to similar mail sent to P… https://t.co/9o6pfAQQIz,Tue Oct 02 23:39:59 +0000 2018,0.0,0.0,0.0,1.0,51
CNN Breaking News,"Secretary of State Mike Pompeo will meet with North Korean dictator Kim Jong Un in Pyongyang on Sunday, the State D… https://t.co/NG95Ozq6ZI",Tue Oct 02 21:52:59 +0000 2018,0.0,0.0,0.0,1.0,52
CNN Breaking News,"JCPenney names veteran retail leader Jill Soltau as its new CEO, making her one of only a handful of female CEOs le… https://t.co/X0UAZDZXQd",Tue Oct 02 20:58:49 +0000 2018,0.0,0.0,0.0,1.0,53
CNN Breaking News,"Federal authorities charge four men with inciting rioting and assaulting counterprotesters at last year's ""Unite th… https://t.co/dnCJoTuV5a",Tue Oct 02 18:57:04 +0000 2018,-0.5106,0.0,0.171,0.829,54
CNN Breaking News,"Indonesian officials raise the toll from Friday's earthquake and tsunami to 1,234 deaths after the bodies of 34 peo… https://t.co/zfwkr1vluL",Tue Oct 02 18:29:03 +0000 2018,0.0,0.0,0.0,1.0,55
CNN Breaking News,"The toxic compound ricin has been detected in two envelopes delivered to the Pentagon's mail facility, a defense of… https://t.co/JkiliFMya2",Tue Oct 02 17:05:40 +0000 2018,0.128,0.077,0.0,0.923,56
CNN Breaking News,"A fight that Brett Kavanaugh was accused of starting led to the arrest of Yale friend Chris Dudley, a police report… https://t.co/i7Duo6NODm",Tue Oct 02 15:53:19 +0000 2018,-0.4588,0.121,0.273,0.606,57
CNN Breaking News,"The FBI is done interviewing Brett Kavanaugh's high school friend Mark Judge, a lawyer for Judge says. Follow live… https://t.co/6MNjjF8F4M",Tue Oct 02 15:11:44 +0000 2018,0.4939,0.151,0.0,0.849,58
CNN Breaking News,"RT @CNNMoney: Markets open little changed. S&amp;P 500 and Nasdaq dip 0.1%. Tesla rises 2% after saying it delivered 83,500 vehicles in the thi…",Tue Oct 02 13:43:15 +0000 2018,0.0,0.0,0.0,1.0,59
CNN Breaking News,"Tesla says the company delivered 83,500 vehicles during the third quarter, a strong performance that should calm in… https://t.co/PMNQ9ZaLdh",Tue Oct 02 13:27:06 +0000 2018,0.6808,0.259,0.0,0.741,60
